number,file name,words
257,257Great.WAV,Great.
432,432Not_bad,Not bad.
446,446Okay.WAV,Okay.
480,480Perfect.WAV,Perfect.
691,691Very_good.WAV,Very good.
742,742Weak.WAV,Weak.
761,761Wrong_court.WAV,Wrong court.
753,753Wide.WAV,Wide.
659,659Too_short.WAV,Too short.
657,657Too_deep.WAV,Too deep.
